asset_id,campaign_name,campaign_id,creative_name,platform,audience_segment,region,daily_budget_usd,fast_pacing,warm_color_palette,ctr,conversion_rate,impressions,clicks,conversions,revenue_usd,roas,cpa_usd,logo_screen_ratio,scene_transitions,time_to_first_product_s,cta_type,audio_style,video_duration_s,quarter,flight_start,flight_end
VEL-2026-Q3-0734,Trail Running Adventure,vel_trail_adventure_2026,Runner_Sunrise,Instagram,Gen-X (35-44),APAC,7265.81,0,0,0.041893,0.018735,427641,17915,1200,40151.98,5.99,5.58,0.265,4,5.8,Learn More,hip-hop,15.8,Q4 2026,2026-02-22,2026-03-21
VEL-2026-Q4-0735,Holiday Gift Guide,vel_holiday_gift_2026,HIIT_Studio,TikTok,Gen-X (35-44),US-West,12342.49,0,1,0.038108,0.008547,640837,24420,1200,37876.6,3.4,9.28,0.193,12,3.7,Limited Time,ambient,17.8,Q3 2026,2026-03-02,2026-03-23
VEL-2026-Q1-0736,Summer Endurance Launch,vel_summer_endurance_2026,Swim_Laps,Meta,Gen-X (35-44),US-West,1477.08,0,0,0.031459,0.009499,642752,20220,1200,48789.66,7.8,5.5,0.127,12,1.0,Learn More,hip-hop,22.7,Q2 2026,2026-01-22,2026-02-05
VEL-2026-Q2-0737,Summer Endurance Launch,vel_summer_endurance_2026,Runner_Sunrise,YouTube,Millennials (25-34),US-East,6117.19,1,0,0.077125,0.031106,656036,50596,1200,35592.36,7.22,5.5,0.148,5,6.6,Shop Now,voiceover-only,28.9,Q4 2026,2026-02-13,2026-03-09
VEL-2026-Q3-0738,Winter Training Push,vel_winter_training_2026,Basketball_Court,YouTube,Millennials (25-34),US-West,12851.7,1,1,0.088311,0.019584,491962,43445,1200,53998.08,4.65,9.68,0.247,6,7.6,Shop Now,hip-hop,13.1,Q3 2026,2026-02-25,2026-03-06
VEL-2026-Q4-0739,Summer Endurance Launch,vel_summer_endurance_2026,Yoga_Flow,Meta,Gen-X (35-44),APAC,6356.52,1,1,0.047603,0.01307,827523,39392,1200,51792.37,7.65,5.64,0.071,10,3.2,Shop Now,voiceover-only,11.9,Q3 2026,2026-02-01,2026-02-14
VEL-2026-Q1-0740,Holiday Gift Guide,vel_holiday_gift_2026,HIIT_Studio,TikTok,Gen-X (35-44),US-West,1625.41,0,1,0.028474,0.009525,279174,7949,1200,33134.95,7.8,5.5,0.118,7,1.6,Learn More,upbeat-electronic,20.4,Q2 2026,2026-01-18,2026-02-03
VEL-2026-Q2-0741,Winter Training Push,vel_winter_training_2026,Morning_Stretch,Instagram,Millennials (25-34),US-East,8366.75,0,0,0.050601,0.014895,680362,34427,1200,31314.73,4.49,5.81,0.179,2,2.9,Shop Now,voiceover-only,9.1,Q4 2026,2026-03-02,2026-03-28
VEL-2026-Q3-0742,Back to Campus Athletics,vel_campus_athletics_2026,CrossFit_Box,Instagram,Millennials (25-34),APAC,12995.27,0,0,0.044491,0.012807,278890,12408,1200,52330.39,4.39,9.93,0.202,4,4.9,Discover,acoustic-indie,20.0,Q3 2026,2026-02-26,2026-03-13
VEL-2026-Q4-0743,Back to Campus Athletics,vel_campus_athletics_2026,Runner_Sunrise,YouTube,Gen-Z (18-24),US-West,9059.14,1,1,0.089,0.023029,599699,53373,1200,40594.58,3.89,8.69,0.223,8,2.9,Shop Now,upbeat-electronic,8.1,Q3 2026,2026-02-05,2026-02-25
VEL-2026-Q1-0744,Winter Training Push,vel_winter_training_2026,Cycling_Mountain,TikTok,Gen-Z (18-24),EU-West,3781.05,0,1,0.039688,0.012938,459174,18223,1200,33112.05,7.8,5.5,0.116,9,5.1,Discover,hip-hop,17.8,Q3 2026,2026-01-17,2026-02-15
VEL-2026-Q2-0745,Winter Training Push,vel_winter_training_2026,Runner_Sunrise,Instagram,Millennials (25-34),APAC,6071.47,0,0,0.038945,0.013137,283901,11056,1200,57339.43,7.8,5.5,0.075,8,7.8,Learn More,hip-hop,20.9,Q2 2026,2026-01-29,2026-02-18
VEL-2026-Q3-0746,Winter Training Push,vel_winter_training_2026,Sprint_Track,TikTok,Gen-X (35-44),APAC,7026.79,1,0,0.044087,0.015254,120696,5321,1200,41305.58,5.87,5.86,0.269,6,5.5,Shop Now,acoustic-indie,7.7,Q4 2026,2026-02-18,2026-03-07
VEL-2026-Q4-0747,Trail Running Adventure,vel_trail_adventure_2026,Morning_Stretch,TikTok,Gen-X (35-44),EU-West,8899.36,0,0,0.017263,0.002954,701067,12102,1200,46545.58,5.75,6.75,0.058,16,3.2,Discover,hip-hop,11.0,Q4 2026,2026-03-02,2026-03-09
VEL-2026-Q1-0748,Holiday Gift Guide,vel_holiday_gift_2026,Cycling_Mountain,YouTube,Gen-X (35-44),EU-West,11510.59,1,0,0.054795,0.018593,695608,38116,1200,38525.27,3.16,10.16,0.063,11,7.5,Learn More,upbeat-electronic,14.0,Q4 2026,2026-02-21,2026-03-03
VEL-2026-Q2-0749,Holiday Gift Guide,vel_holiday_gift_2026,Swim_Laps,Instagram,Gen-X (35-44),APAC,1933.67,1,1,0.055619,0.024248,620597,34517,1200,52583.41,7.8,5.5,0.159,9,4.7,Shop Now,upbeat-electronic,14.8,Q4 2026,2026-02-16,2026-02-28
VEL-2026-Q3-0750,Back to Campus Athletics,vel_campus_athletics_2026,Basketball_Court,Meta,Gen-Z (18-24),EU-West,13399.95,1,0,0.06855,0.021408,758682,52007,1200,40853.58,2.66,12.79,0.237,17,1.5,Limited Time,voiceover-only,22.2,Q1 2026,2026-01-28,2026-02-25
VEL-2026-Q4-0751,Back to Campus Athletics,vel_campus_athletics_2026,Cycling_Mountain,YouTube,Millennials (25-34),US-East,678.49,0,0,0.04212,0.015356,695397,29290,1200,64848.75,7.8,5.5,0.226,10,4.2,Shop Now,ambient,18.7,Q1 2026,2026-03-03,2026-03-31
VEL-2026-Q1-0752,Back to Campus Athletics,vel_campus_athletics_2026,Swim_Laps,Instagram,Gen-X (35-44),US-East,5865.76,0,1,0.039746,0.0126,92421,3673,1164,53646.93,7.64,6.04,0.265,8,5.4,Shop Now,hip-hop,15.2,Q4 2026,2026-01-15,2026-01-26
VEL-2026-Q2-0753,Summer Endurance Launch,vel_summer_endurance_2026,Swim_Laps,Instagram,Gen-Z (18-24),US-East,897.59,0,1,0.063375,0.025757,261436,16568,1200,34922.0,7.8,5.5,0.074,12,6.8,Shop Now,acoustic-indie,16.8,Q2 2026,2026-03-04,2026-03-13
VEL-2026-Q3-0754,Back to Campus Athletics,vel_campus_athletics_2026,Swim_Laps,Instagram,Gen-X (35-44),APAC,6198.13,0,1,0.046719,0.020036,500083,23363,1200,45001.01,6.3,5.95,0.13,10,7.5,Limited Time,upbeat-electronic,6.3,Q1 2026,2026-02-09,2026-02-17
VEL-2026-Q4-0755,Winter Training Push,vel_winter_training_2026,Sprint_Track,Instagram,Millennials (25-34),EU-West,8124.28,0,0,0.053,0.010879,327756,17371,1200,43875.16,5.24,6.97,0.108,2,2.9,Discover,upbeat-electronic,24.5,Q3 2026,2026-01-22,2026-01-31
VEL-2026-Q1-0756,Back to Campus Athletics,vel_campus_athletics_2026,Cycling_Mountain,Instagram,Gen-Z (18-24),EU-West,7919.38,0,0,0.044722,0.012569,506247,22640,1200,49232.9,6.48,6.33,0.247,15,1.7,Discover,upbeat-electronic,7.0,Q1 2026,2026-03-05,2026-03-20
VEL-2026-Q2-0757,Winter Training Push,vel_winter_training_2026,Trail_Epic,TikTok,Millennials (25-34),US-West,2901.61,0,1,0.040951,0.010963,562738,23044,1200,60309.5,7.8,5.5,0.157,10,1.1,Limited Time,ambient,25.9,Q3 2026,2026-01-30,2026-02-24
VEL-2026-Q3-0758,Trail Running Adventure,vel_trail_adventure_2026,Basketball_Court,YouTube,Millennials (25-34),US-West,9863.24,0,0,0.053031,0.014401,34491,1829,496,21081.32,2.66,16.0,0.046,4,6.0,Shop Now,ambient,19.0,Q4 2026,2026-02-21,2026-03-18
VEL-2026-Q4-0759,Summer Endurance Launch,vel_summer_endurance_2026,Yoga_Flow,TikTok,Gen-Z (18-24),EU-West,1149.29,0,0,0.052134,0.009783,142026,7404,1200,32216.04,7.8,5.5,0.21,7,6.5,Shop Now,hip-hop,18.7,Q1 2026,2026-01-24,2026-02-16
VEL-2026-Q1-0760,Summer Endurance Launch,vel_summer_endurance_2026,Runner_Sunrise,Meta,Gen-Z (18-24),EU-West,11547.65,1,0,0.064799,0.025536,99804,6467,1200,53594.97,4.27,10.47,0.133,9,3.6,Shop Now,acoustic-indie,22.9,Q2 2026,2026-02-25,2026-03-21
VEL-2026-Q2-0761,Holiday Gift Guide,vel_holiday_gift_2026,Sprint_Track,Instagram,Gen-Z (18-24),EU-West,14226.34,0,1,0.054567,0.00877,536662,29283,1200,30297.55,2.04,12.35,0.167,4,3.5,Discover,ambient,26.6,Q1 2026,2026-02-20,2026-03-09
VEL-2026-Q3-0762,Trail Running Adventure,vel_trail_adventure_2026,HIIT_Studio,YouTube,Gen-Z (18-24),APAC,5426.65,0,0,0.062509,0.019282,668786,41804,1200,58078.58,7.8,5.5,0.255,5,7.7,Discover,voiceover-only,28.6,Q1 2026,2026-02-09,2026-02-27
VEL-2026-Q4-0763,Winter Training Push,vel_winter_training_2026,Yoga_Flow,Instagram,Gen-Z (18-24),EU-West,7999.97,0,1,0.052028,0.018135,787803,40987,1200,53998.9,7.8,5.5,0.102,17,7.4,Limited Time,ambient,19.0,Q1 2026,2026-02-11,2026-02-20
VEL-2026-Q1-0764,Trail Running Adventure,vel_trail_adventure_2026,Basketball_Court,YouTube,Gen-Z (18-24),US-West,5994.2,0,0,0.056076,0.011902,839746,47089,1200,41116.28,7.8,5.5,0.098,17,2.2,Learn More,upbeat-electronic,9.6,Q4 2026,2026-01-26,2026-02-19
VEL-2026-Q2-0765,Summer Endurance Launch,vel_summer_endurance_2026,Sprint_Track,TikTok,Gen-Z (18-24),APAC,597.3,0,1,0.052167,0.022002,512335,26727,1200,40527.9,7.8,5.5,0.103,8,6.4,Limited Time,acoustic-indie,27.1,Q2 2026,2026-02-03,2026-02-15
VEL-2026-Q3-0766,Winter Training Push,vel_winter_training_2026,Yoga_Flow,YouTube,Gen-X (35-44),EU-West,6095.18,0,0,0.041206,0.016547,374230,15420,1200,58737.83,7.8,5.5,0.121,13,5.2,Discover,hip-hop,7.0,Q1 2026,2026-03-04,2026-03-17
VEL-2026-Q4-0767,Trail Running Adventure,vel_trail_adventure_2026,Runner_Sunrise,Meta,Millennials (25-34),US-West,11979.94,1,0,0.059321,0.017282,745989,44252,1200,58200.12,5.73,8.46,0.066,8,1.7,Shop Now,ambient,25.4,Q2 2026,2026-01-28,2026-02-04
VEL-2026-Q1-0768,Summer Endurance Launch,vel_summer_endurance_2026,Swim_Laps,Meta,Gen-Z (18-24),APAC,9141.84,1,1,0.086183,0.023558,388435,33476,1200,42682.88,3.9,9.13,0.207,5,3.2,Shop Now,upbeat-electronic,22.3,Q4 2026,2026-03-01,2026-03-13
VEL-2026-Q2-0769,Winter Training Push,vel_winter_training_2026,Morning_Stretch,YouTube,Gen-X (35-44),EU-West,1968.27,0,0,0.052633,0.01163,267223,14064,1200,40762.12,7.8,5.5,0.09,10,1.8,Shop Now,voiceover-only,27.7,Q3 2026,2026-02-18,2026-03-14
VEL-2026-Q3-0770,Winter Training Push,vel_winter_training_2026,Swim_Laps,YouTube,Gen-X (35-44),EU-West,12783.52,1,0,0.060984,0.022503,559255,34105,1200,50153.69,4.07,10.26,0.262,14,2.7,Shop Now,voiceover-only,27.5,Q1 2026,2026-02-12,2026-03-03
VEL-2026-Q4-0771,Summer Endurance Launch,vel_summer_endurance_2026,Basketball_Court,YouTube,Gen-X (35-44),EU-West,8200.74,1,0,0.056299,0.01067,237826,13389,1200,30301.16,3.27,7.72,0.092,4,5.1,Learn More,hip-hop,7.3,Q2 2026,2026-01-26,2026-02-23
VEL-2026-Q1-0772,Winter Training Push,vel_winter_training_2026,Runner_Sunrise,YouTube,Millennials (25-34),APAC,12704.99,1,0,0.066859,0.023673,330364,22087,1200,32976.01,2.42,11.35,0.101,13,3.3,Limited Time,hip-hop,20.6,Q2 2026,2026-02-01,2026-02-26
VEL-2026-Q2-0773,Summer Endurance Launch,vel_summer_endurance_2026,Yoga_Flow,Meta,Gen-Z (18-24),US-West,8913.21,0,1,0.037283,0.015015,754523,28130,1200,34542.11,3.47,8.29,0.111,9,3.5,Limited Time,ambient,9.0,Q4 2026,2026-02-27,2026-03-12
VEL-2026-Q3-0774,Back to Campus Athletics,vel_campus_athletics_2026,CrossFit_Box,Instagram,Gen-X (35-44),US-West,8615.48,0,1,0.059226,0.012943,719779,42629,1200,36674.83,3.78,8.08,0.224,9,4.5,Discover,hip-hop,7.9,Q1 2026,2026-01-16,2026-02-10
VEL-2026-Q4-0775,Back to Campus Athletics,vel_campus_athletics_2026,Morning_Stretch,YouTube,Millennials (25-34),US-East,2026.26,1,0,0.080794,0.03312,343275,27734,1200,48432.65,7.8,5.5,0.143,14,1.2,Limited Time,upbeat-electronic,16.8,Q3 2026,2026-01-16,2026-01-31
VEL-2026-Q1-0776,Winter Training Push,vel_winter_training_2026,Swim_Laps,YouTube,Millennials (25-34),EU-West,2926.72,1,0,0.065133,0.010421,506930,33018,1200,65720.71,7.8,5.5,0.237,5,6.0,Learn More,upbeat-electronic,8.3,Q2 2026,2026-01-31,2026-02-09
VEL-2026-Q2-0777,Winter Training Push,vel_winter_training_2026,Trail_Epic,Meta,Millennials (25-34),US-East,14594.37,1,0,0.059647,0.025281,53876,3213,1200,53494.08,4.57,9.76,0.228,17,3.5,Learn More,upbeat-electronic,23.5,Q1 2026,2026-01-24,2026-02-22
VEL-2026-Q3-0778,Summer Endurance Launch,vel_summer_endurance_2026,Yoga_Flow,Meta,Gen-X (35-44),US-East,3813.06,1,1,0.049399,0.009164,768804,37978,1200,32206.76,7.8,5.5,0.263,8,4.1,Learn More,ambient,29.3,Q3 2026,2026-02-01,2026-02-19
VEL-2026-Q4-0779,Winter Training Push,vel_winter_training_2026,Swim_Laps,TikTok,Gen-Z (18-24),US-West,14673.06,0,1,0.055432,0.019053,700331,38820,1200,48920.86,2.87,14.2,0.222,5,7.8,Shop Now,ambient,19.7,Q2 2026,2026-02-05,2026-03-03
VEL-2026-Q1-0780,Holiday Gift Guide,vel_holiday_gift_2026,Yoga_Flow,YouTube,Gen-X (35-44),APAC,8212.73,1,0,0.061157,0.013762,254192,15545,1200,47879.23,5.77,6.92,0.052,14,3.1,Discover,hip-hop,11.6,Q2 2026,2026-02-02,2026-02-26
VEL-2026-Q2-0781,Back to Campus Athletics,vel_campus_athletics_2026,Morning_Stretch,TikTok,Gen-X (35-44),APAC,2468.94,0,0,0.030147,0.012088,336372,10140,1200,35190.04,7.8,5.5,0.241,13,5.4,Learn More,ambient,26.2,Q3 2026,2026-01-15,2026-01-29
VEL-2026-Q3-0782,Winter Training Push,vel_winter_training_2026,Basketball_Court,Meta,Gen-Z (18-24),US-West,1939.88,0,0,0.033925,0.010303,279767,9491,1200,63129.81,7.8,5.5,0.265,2,3.4,Limited Time,upbeat-electronic,26.5,Q3 2026,2026-02-07,2026-02-22
VEL-2026-Q4-0783,Winter Training Push,vel_winter_training_2026,HIIT_Studio,Meta,Gen-Z (18-24),APAC,3528.53,1,1,0.074197,0.01414,277313,20575,1200,45867.55,7.8,5.5,0.278,2,7.2,Limited Time,acoustic-indie,23.6,Q4 2026,2026-02-19,2026-03-10
VEL-2026-Q1-0784,Trail Running Adventure,vel_trail_adventure_2026,Swim_Laps,Instagram,Gen-Z (18-24),US-East,13921.74,0,1,0.053071,0.017052,53261,2826,908,49791.79,3.12,17.6,0.07,15,6.9,Limited Time,upbeat-electronic,20.8,Q1 2026,2026-02-08,2026-02-22
VEL-2026-Q2-0785,Winter Training Push,vel_winter_training_2026,Yoga_Flow,YouTube,Millennials (25-34),EU-West,6505.18,0,0,0.052633,0.014335,131601,6926,1200,45122.6,6.98,5.5,0.187,2,2.3,Learn More,acoustic-indie,26.8,Q1 2026,2026-02-19,2026-03-19
VEL-2026-Q3-0786,Holiday Gift Guide,vel_holiday_gift_2026,HIIT_Studio,TikTok,Gen-Z (18-24),US-West,6233.8,0,1,0.044223,0.015409,86260,3814,1200,51886.48,7.8,5.5,0.088,3,5.7,Learn More,hip-hop,9.9,Q4 2026,2026-02-14,2026-03-02
VEL-2026-Q4-0787,Back to Campus Athletics,vel_campus_athletics_2026,HIIT_Studio,Meta,Gen-X (35-44),EU-West,5041.49,0,0,0.027692,0.01148,523214,14488,1200,33771.45,7.77,5.5,0.103,7,1.0,Limited Time,voiceover-only,28.4,Q2 2026,2026-02-14,2026-03-09
VEL-2026-Q1-0788,Trail Running Adventure,vel_trail_adventure_2026,Trail_Epic,Meta,Gen-Z (18-24),APAC,2632.4,1,0,0.057569,0.015706,499587,28760,1200,46352.2,7.8,5.5,0.219,13,7.7,Learn More,ambient,28.7,Q3 2026,2026-01-16,2026-01-29
VEL-2026-Q2-0789,Summer Endurance Launch,vel_summer_endurance_2026,HIIT_Studio,TikTok,Gen-X (35-44),EU-West,7573.84,0,0,0.035123,0.008323,421562,14806,1200,38595.57,5.38,5.97,0.275,11,3.1,Limited Time,ambient,26.9,Q3 2026,2026-02-02,2026-02-25
VEL-2026-Q3-0790,Summer Endurance Launch,vel_summer_endurance_2026,Morning_Stretch,Instagram,Millennials (25-34),APAC,2385.69,1,1,0.071659,0.011061,514170,36844,1200,60080.33,7.8,5.5,0.183,12,6.7,Shop Now,upbeat-electronic,12.0,Q3 2026,2026-01-26,2026-02-24
VEL-2026-Q4-0791,Back to Campus Athletics,vel_campus_athletics_2026,Runner_Sunrise,Meta,Gen-X (35-44),APAC,12614.46,1,0,0.057981,0.018696,605464,35105,1200,58221.11,4.33,11.21,0.244,6,2.9,Learn More,upbeat-electronic,26.6,Q2 2026,2026-01-24,2026-02-17
VEL-2026-Q1-0792,Summer Endurance Launch,vel_summer_endurance_2026,HIIT_Studio,YouTube,Gen-X (35-44),US-East,5870.76,0,0,0.037524,0.010157,339444,12737,1200,59670.48,7.8,5.83,0.042,12,5.2,Shop Now,acoustic-indie,17.9,Q3 2026,2026-02-14,2026-02-22
VEL-2026-Q2-0793,Holiday Gift Guide,vel_holiday_gift_2026,CrossFit_Box,Meta,Gen-Z (18-24),APAC,5934.65,0,1,0.049794,0.013066,167412,8336,1200,56049.94,7.8,5.5,0.049,3,7.9,Shop Now,ambient,20.3,Q3 2026,2026-02-28,2026-03-09
VEL-2026-Q3-0794,Winter Training Push,vel_winter_training_2026,Yoga_Flow,YouTube,Gen-Z (18-24),US-East,7373.09,1,0,0.080322,0.016456,542561,43579,1200,59976.6,7.69,6.5,0.183,9,7.1,Learn More,hip-hop,26.2,Q4 2026,2026-02-05,2026-03-02
VEL-2026-Q4-0795,Back to Campus Athletics,vel_campus_athletics_2026,HIIT_Studio,TikTok,Gen-X (35-44),US-East,6939.85,0,0,0.047723,0.013316,844444,40299,1200,37229.84,5.74,5.5,0.133,10,1.7,Limited Time,upbeat-electronic,6.7,Q2 2026,2026-02-06,2026-02-13
VEL-2026-Q1-0796,Trail Running Adventure,vel_trail_adventure_2026,Cycling_Mountain,YouTube,Gen-Z (18-24),US-East,14925.44,1,1,0.089,0.035,715753,63702,1200,46273.58,3.81,10.12,0.254,8,4.6,Discover,ambient,14.7,Q1 2026,2026-02-06,2026-03-05
VEL-2026-Q2-0797,Winter Training Push,vel_winter_training_2026,Runner_Sunrise,TikTok,Millennials (25-34),US-West,8408.03,0,0,0.038719,0.009266,651441,25222,1200,54906.49,7.13,6.41,0.112,13,3.1,Shop Now,voiceover-only,25.6,Q4 2026,2026-01-29,2026-02-25
VEL-2026-Q3-0798,Summer Endurance Launch,vel_summer_endurance_2026,Sprint_Track,YouTube,Millennials (25-34),US-West,1778.92,1,1,0.075596,0.02494,493349,37295,1200,52946.13,7.8,5.5,0.144,15,3.8,Learn More,acoustic-indie,25.5,Q4 2026,2026-02-09,2026-02-25
VEL-2026-Q4-0799,Summer Endurance Launch,vel_summer_endurance_2026,Runner_Sunrise,TikTok,Gen-Z (18-24),APAC,9299.72,1,1,0.066615,0.02551,393781,26231,1200,55788.76,6.8,6.84,0.167,17,3.0,Shop Now,upbeat-electronic,26.4,Q1 2026,2026-01-17,2026-02-13
VEL-2026-Q1-0800,Trail Running Adventure,vel_trail_adventure_2026,Basketball_Court,YouTube,Millennials (25-34),US-East,2697.97,0,0,0.052851,0.019806,697636,36870,1200,38073.3,7.8,5.5,0.106,16,3.0,Limited Time,upbeat-electronic,10.1,Q4 2026,2026-02-06,2026-02-26
VEL-2026-Q2-0801,Holiday Gift Guide,vel_holiday_gift_2026,Sprint_Track,Instagram,Gen-Z (18-24),US-West,948.6,1,0,0.064068,0.015929,341783,21897,1200,33543.65,7.8,5.5,0.258,17,4.6,Learn More,hip-hop,22.9,Q2 2026,2026-02-03,2026-02-22
VEL-2026-Q3-0802,Trail Running Adventure,vel_trail_adventure_2026,Trail_Epic,YouTube,Gen-X (35-44),US-East,14575.76,0,0,0.036253,0.012082,409083,14830,1200,63005.04,4.98,10.55,0.151,16,1.9,Discover,upbeat-electronic,9.5,Q3 2026,2026-02-28,2026-03-15
VEL-2026-Q4-0803,Back to Campus Athletics,vel_campus_athletics_2026,Runner_Sunrise,YouTube,Gen-X (35-44),EU-West,11716.31,1,0,0.066662,0.027423,556598,37103,1200,50166.19,4.73,8.83,0.142,13,4.5,Learn More,ambient,24.8,Q2 2026,2026-02-23,2026-03-07
VEL-2026-Q1-0804,Trail Running Adventure,vel_trail_adventure_2026,Basketball_Court,Instagram,Millennials (25-34),EU-West,14711.58,0,1,0.038865,0.00601,715527,27808,1200,35537.73,2.42,12.24,0.244,10,2.6,Shop Now,ambient,11.9,Q1 2026,2026-02-22,2026-03-06
VEL-2026-Q2-0805,Summer Endurance Launch,vel_summer_endurance_2026,Runner_Sunrise,Meta,Gen-Z (18-24),EU-West,7429.24,0,0,0.036434,0.010228,390088,14212,1200,58563.72,7.8,5.99,0.115,5,2.7,Learn More,ambient,23.7,Q1 2026,2026-01-22,2026-02-16
VEL-2026-Q3-0806,Holiday Gift Guide,vel_holiday_gift_2026,HIIT_Studio,Meta,Gen-Z (18-24),APAC,8217.73,0,1,0.036703,0.007975,503096,18464,1200,62937.48,6.89,7.61,0.236,14,6.0,Learn More,voiceover-only,16.9,Q4 2026,2026-02-01,2026-02-28
VEL-2026-Q4-0807,Holiday Gift Guide,vel_holiday_gift_2026,Swim_Laps,YouTube,Millennials (25-34),US-East,2940.89,1,1,0.073172,0.019507,690751,50543,1200,36104.29,7.8,5.5,0.069,8,0.7,Shop Now,voiceover-only,29.7,Q2 2026,2026-02-24,2026-03-12
VEL-2026-Q1-0808,Trail Running Adventure,vel_trail_adventure_2026,Swim_Laps,Instagram,Gen-X (35-44),EU-West,4080.16,0,0,0.04202,0.011547,147013,6177,1200,59426.85,7.8,5.5,0.084,6,3.4,Discover,upbeat-electronic,19.9,Q2 2026,2026-01-20,2026-02-18
VEL-2026-Q2-0809,Back to Campus Athletics,vel_campus_athletics_2026,Basketball_Court,YouTube,Millennials (25-34),US-West,12658.96,1,1,0.085564,0.032001,206693,17685,1200,63596.1,4.45,11.91,0.268,17,3.6,Limited Time,voiceover-only,21.2,Q1 2026,2026-02-10,2026-02-19
VEL-2026-Q3-0810,Summer Endurance Launch,vel_summer_endurance_2026,Runner_Sunrise,TikTok,Gen-X (35-44),EU-West,5664.69,1,1,0.058496,0.010421,691252,40435,1200,63781.02,7.8,5.5,0.242,6,4.1,Learn More,voiceover-only,14.8,Q2 2026,2026-02-19,2026-03-15
VEL-2026-Q4-0811,Winter Training Push,vel_winter_training_2026,Basketball_Court,TikTok,Gen-Z (18-24),EU-West,12488.82,1,1,0.065314,0.019841,758946,49569,1200,62909.63,4.25,12.34,0.133,4,5.5,Discover,hip-hop,23.6,Q1 2026,2026-01-29,2026-02-25
VEL-2026-Q1-0812,Holiday Gift Guide,vel_holiday_gift_2026,Trail_Epic,YouTube,Gen-X (35-44),EU-West,10780.7,1,0,0.05471,0.017467,463895,25379,1200,49671.16,5.2,7.97,0.193,17,3.3,Limited Time,voiceover-only,17.9,Q2 2026,2026-02-20,2026-03-17
VEL-2026-Q2-0813,Trail Running Adventure,vel_trail_adventure_2026,Swim_Laps,Meta,Millennials (25-34),APAC,3068.98,0,0,0.06783,0.02023,197687,13409,1200,42823.61,7.8,5.5,0.266,10,2.1,Shop Now,acoustic-indie,6.4,Q2 2026,2026-01-19,2026-01-30
VEL-2026-Q3-0814,Back to Campus Athletics,vel_campus_athletics_2026,Cycling_Mountain,Meta,Gen-Z (18-24),US-West,7857.97,0,0,0.037048,0.013691,203625,7543,1200,30261.82,4.06,6.21,0.091,14,7.1,Discover,acoustic-indie,20.6,Q2 2026,2026-02-22,2026-03-11
VEL-2026-Q4-0815,Back to Campus Athletics,vel_campus_athletics_2026,Sprint_Track,YouTube,Millennials (25-34),US-East,10322.12,1,1,0.070319,0.018644,134264,9441,1200,32192.84,3.42,7.84,0.054,11,7.9,Discover,acoustic-indie,25.9,Q1 2026,2026-01-23,2026-02-08
VEL-2026-Q1-0816,Summer Endurance Launch,vel_summer_endurance_2026,Morning_Stretch,YouTube,Millennials (25-34),US-West,3908.04,1,0,0.064795,0.028088,628359,40714,1200,45438.2,7.8,5.5,0.169,6,0.7,Learn More,upbeat-electronic,11.7,Q4 2026,2026-01-21,2026-02-13
VEL-2026-Q2-0817,Holiday Gift Guide,vel_holiday_gift_2026,HIIT_Studio,TikTok,Gen-X (35-44),US-East,12544.98,1,0,0.04172,0.012288,721362,30094,1200,44375.74,3.46,10.67,0.074,7,4.6,Shop Now,ambient,11.3,Q2 2026,2026-02-24,2026-03-06
VEL-2026-Q3-0818,Summer Endurance Launch,vel_summer_endurance_2026,Cycling_Mountain,Meta,Millennials (25-34),APAC,8400.0,0,0,0.032978,0.010598,409755,13512,1200,36649.7,4.92,6.2,0.085,4,3.1,Learn More,hip-hop,20.6,Q1 2026,2026-02-03,2026-03-02
VEL-2026-Q4-0819,Winter Training Push,vel_winter_training_2026,Cycling_Mountain,YouTube,Gen-X (35-44),APAC,2896.01,0,0,0.043511,0.017303,95658,4162,1200,44237.28,7.8,5.5,0.254,11,2.6,Shop Now,upbeat-electronic,25.6,Q1 2026,2026-01-24,2026-02-17
VEL-2026-Q1-0820,Winter Training Push,vel_winter_training_2026,Yoga_Flow,TikTok,Gen-Z (18-24),APAC,8953.27,1,0,0.066022,0.015355,559140,36915,1200,36287.4,3.39,8.93,0.042,8,3.0,Limited Time,ambient,12.0,Q2 2026,2026-02-09,2026-03-05
VEL-2026-Q2-0821,Winter Training Push,vel_winter_training_2026,Cycling_Mountain,Meta,Gen-X (35-44),APAC,14995.85,0,0,0.031772,0.005483,292531,9294,1200,60556.49,3.6,14.0,0.236,10,5.3,Learn More,hip-hop,28.4,Q2 2026,2026-01-18,2026-01-25
VEL-2026-Q3-0822,Back to Campus Athletics,vel_campus_athletics_2026,Sprint_Track,Instagram,Gen-Z (18-24),US-East,2682.56,0,0,0.040714,0.014752,414715,16884,1200,40735.02,7.8,5.5,0.164,10,1.9,Shop Now,hip-hop,28.3,Q4 2026,2026-02-21,2026-03-13
VEL-2026-Q4-0823,Holiday Gift Guide,vel_holiday_gift_2026,Sprint_Track,TikTok,Gen-X (35-44),EU-West,12342.98,1,0,0.0466,0.013743,679669,31672,1200,51548.32,3.74,11.5,0.174,15,7.3,Shop Now,hip-hop,10.8,Q1 2026,2026-02-07,2026-02-21
